Source,Destination,Protocol,Length,Info
192.168.1.69,66.22.238.147,UDP,1200,50568  >  50009 Len=1158
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1193,50568  >  50009 Len=1151
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,1194,50568  >  50009 Len=1152
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1173,50568  >  50009 Len=1131
192.168.1.69,66.22.238.147,UDP,1173,50568  >  50009 Len=1131
192.168.1.69,66.22.238.147,UDP,1173,50568  >  50009 Len=1131
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1175,50568  >  50009 Len=1133
192.168.1.69,66.22.238.147,UDP,1175,50568  >  50009 Len=1133
192.168.1.69,66.22.238.147,UDP,1175,50568  >  50009 Len=1133
192.168.1.69,66.22.238.147,UDP,1175,50568  >  50009 Len=1133
192.168.1.69,66.22.238.147,UDP,1175,50568  >  50009 Len=1133
192.168.1.69,66.22.238.147,UDP,1175,50568  >  50009 Len=1133
192.168.1.69,66.22.238.147,UDP,1176,50568  >  50009 Len=1134
192.168.1.69,66.22.238.147,UDP,1176,50568  >  50009 Len=1134
192.168.1.69,66.22.238.147,UDP,1176,50568  >  50009 Len=1134
192.168.1.69,66.22.238.147,UDP,1176,50568  >  50009 Len=1134
192.168.1.69,66.22.238.147,UDP,1176,50568  >  50009 Len=1134
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1215,50568  >  50009 Len=1173
192.168.1.69,66.22.238.147,UDP,1215,50568  >  50009 Len=1173
192.168.1.69,66.22.238.147,UDP,1216,50568  >  50009 Len=1174
192.168.1.69,66.22.238.147,UDP,1216,50568  >  50009 Len=1174
192.168.1.69,66.22.238.147,UDP,1216,50568  >  50009 Len=1174
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1185,50568  >  50009 Len=1143
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1205,50568  >  50009 Len=1163
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1255,50568  >  50009 Len=1213
192.168.1.69,66.22.238.147,UDP,1255,50568  >  50009 Len=1213
192.168.1.69,66.22.238.147,UDP,1255,50568  >  50009 Len=1213
192.168.1.69,66.22.238.147,UDP,1256,50568  >  50009 Len=1214
192.168.1.69,66.22.238.147,UDP,1256,50568  >  50009 Len=1214
192.168.1.69,66.22.238.147,UDP,1256,50568  >  50009 Len=1214
192.168.1.69,66.22.238.147,UDP,1256,50568  >  50009 Len=1214
192.168.1.69,66.22.238.147,UDP,1256,50568  >  50009 Len=1214
192.168.1.69,66.22.238.147,UDP,1256,50568  >  50009 Len=1214
192.168.1.69,162.159.135.232,TCP,54,59961  >  443 [ACK] Seq=14650 Ack=1698 Win=514 Len=0
192.168.1.69,162.159.135.232,TLSv1.2,78,Application Data
192.168.1.69,162.159.135.232,TCP,54,59961  >  443 [FIN, ACK] Seq=14674 Ack=1698 Win=514 Len=0
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1230,50568  >  50009 Len=1188
192.168.1.69,66.22.238.147,UDP,1230,50568  >  50009 Len=1188
192.168.1.69,66.22.238.147,UDP,1230,50568  >  50009 Len=1188
192.168.1.69,66.22.238.147,UDP,1230,50568  >  50009 Len=1188
192.168.1.69,66.22.238.147,UDP,1230,50568  >  50009 Len=1188
192.168.1.69,66.22.238.147,RTCP,118,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1257,50568  >  50009 Len=1215
192.168.1.69,66.22.238.147,UDP,1257,50568  >  50009 Len=1215
192.168.1.69,66.22.238.147,UDP,1257,50568  >  50009 Len=1215
192.168.1.69,66.22.238.147,UDP,1257,50568  >  50009 Len=1215
192.168.1.69,66.22.238.147,UDP,1257,50568  >  50009 Len=1215
192.168.1.69,66.22.238.147,UDP,1258,50568  >  50009 Len=1216
192.168.1.69,66.22.238.147,UDP,1258,50568  >  50009 Len=1216
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1131,50568  >  50009 Len=1089
192.168.1.69,66.22.238.147,UDP,1131,50568  >  50009 Len=1089
192.168.1.69,66.22.238.147,UDP,1131,50568  >  50009 Len=1089
192.168.1.69,66.22.238.147,UDP,1131,50568  >  50009 Len=1089
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1155,50568  >  50009 Len=1113
192.168.1.69,66.22.238.147,UDP,1155,50568  >  50009 Len=1113
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1226,50568  >  50009 Len=1184
192.168.1.69,66.22.238.147,UDP,1227,50568  >  50009 Len=1185
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1141,50568  >  50009 Len=1099
192.168.1.69,66.22.238.147,UDP,1141,50568  >  50009 Len=1099
192.168.1.69,66.22.238.147,UDP,1142,50568  >  50009 Len=1100
192.168.1.69,66.22.238.147,UDP,1142,50568  >  50009 Len=1100
192.168.1.69,66.22.238.147,UDP,1142,50568  >  50009 Len=1100
192.168.1.69,66.22.238.147,UDP,1142,50568  >  50009 Len=1100
192.168.1.69,66.22.238.147,UDP,1142,50568  >  50009 Len=1100
192.168.1.69,66.22.238.147,UDP,1142,50568  >  50009 Len=1100
192.168.1.69,66.22.238.147,UDP,1142,50568  >  50009 Len=1100
192.168.1.69,162.159.130.234,TCP,54,63850  >  443 [ACK] Seq=1 Ack=262 Win=513 Len=0
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1151,50568  >  50009 Len=1109
192.168.1.69,66.22.238.147,UDP,1152,50568  >  50009 Len=1110
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,162.159.135.232,TCP,54,59961  >  443 [ACK] Seq=14675 Ack=1699 Win=514 Len=0
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,1154,50568  >  50009 Len=1112
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1166,50568  >  50009 Len=1124
192.168.1.69,66.22.238.147,UDP,1166,50568  >  50009 Len=1124
192.168.1.69,66.22.238.147,UDP,1166,50568  >  50009 Len=1124
192.168.1.69,66.22.238.147,UDP,1166,50568  >  50009 Len=1124
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1113,50568  >  50009 Len=1071
192.168.1.69,66.22.238.147,UDP,1113,50568  >  50009 Len=1071
192.168.1.69,66.22.238.147,UDP,1113,50568  >  50009 Len=1071
192.168.1.69,66.22.238.147,UDP,1113,50568  >  50009 Len=1071
192.168.1.69,66.22.238.147,UDP,1113,50568  >  50009 Len=1071
192.168.1.69,66.22.238.147,UDP,1113,50568  >  50009 Len=1071
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1220,50568  >  50009 Len=1178
192.168.1.69,66.22.238.147,UDP,1220,50568  >  50009 Len=1178
192.168.1.69,66.22.238.147,UDP,1220,50568  >  50009 Len=1178
192.168.1.69,66.22.238.147,UDP,1220,50568  >  50009 Len=1178
192.168.1.69,66.22.238.147,UDP,1220,50568  >  50009 Len=1178
192.168.1.69,66.22.238.147,UDP,1220,50568  >  50009 Len=1178
192.168.1.69,66.22.238.147,UDP,1220,50568  >  50009 Len=1178
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,66.22.238.147,UDP,1241,50568  >  50009 Len=1199
192.168.1.69,66.22.238.147,UDP,1241,50568  >  50009 Len=1199
192.168.1.69,66.22.238.147,UDP,1241,50568  >  50009 Len=1199
192.168.1.69,66.22.238.147,UDP,1241,50568  >  50009 Len=1199
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1167,50568  >  50009 Len=1125
192.168.1.69,66.22.238.147,UDP,1167,50568  >  50009 Len=1125
192.168.1.69,66.22.238.147,UDP,1168,50568  >  50009 Len=1126
192.168.1.69,66.22.238.147,UDP,1168,50568  >  50009 Len=1126
192.168.1.69,66.22.238.147,UDP,1168,50568  >  50009 Len=1126
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,1168,50568  >  50009 Len=1126
192.168.1.69,66.22.238.147,UDP,1168,50568  >  50009 Len=1126
192.168.1.69,66.22.238.147,UDP,1168,50568  >  50009 Len=1126
192.168.1.69,66.22.238.147,UDP,1168,50568  >  50009 Len=1126
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1149,50568  >  50009 Len=1107
192.168.1.69,66.22.238.147,UDP,1150,50568  >  50009 Len=1108
192.168.1.69,66.22.238.147,UDP,1150,50568  >  50009 Len=1108
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,1172,50568  >  50009 Len=1130
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1177,50568  >  50009 Len=1135
192.168.1.69,66.22.238.147,UDP,1178,50568  >  50009 Len=1136
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1235,50568  >  50009 Len=1193
192.168.1.69,66.22.238.147,RTCP,118,Sender Report   
192.168.1.69,66.22.238.147,UDP,1235,50568  >  50009 Len=1193
192.168.1.69,66.22.238.147,UDP,1235,50568  >  50009 Len=1193
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1241,50568  >  50009 Len=1199
192.168.1.69,66.22.238.147,UDP,1241,50568  >  50009 Len=1199
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,1132,50568  >  50009 Len=1090
192.168.1.69,66.22.238.147,UDP,1133,50568  >  50009 Len=1091
192.168.1.69,66.22.238.147,UDP,1133,50568  >  50009 Len=1091
192.168.1.69,66.22.238.147,UDP,1133,50568  >  50009 Len=1091
192.168.1.69,66.22.238.147,UDP,1133,50568  >  50009 Len=1091
192.168.1.69,66.22.238.147,UDP,1133,50568  >  50009 Len=1091
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
