Source,Destination,Protocol,Length,Info
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1164,50568  >  50009 Len=1122
192.168.1.69,66.22.238.147,UDP,1165,50568  >  50009 Len=1123
192.168.1.69,66.22.238.147,UDP,1165,50568  >  50009 Len=1123
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1221,50568  >  50009 Len=1179
192.168.1.69,66.22.238.147,UDP,1222,50568  >  50009 Len=1180
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1190,50568  >  50009 Len=1148
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1204,50568  >  50009 Len=1162
192.168.1.69,66.22.238.147,UDP,1205,50568  >  50009 Len=1163
192.168.1.69,66.22.238.147,UDP,1205,50568  >  50009 Len=1163
192.168.1.69,66.22.238.147,UDP,1205,50568  >  50009 Len=1163
192.168.1.69,66.22.238.147,UDP,1205,50568  >  50009 Len=1163
192.168.1.69,66.22.238.147,UDP,1205,50568  >  50009 Len=1163
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1258,50568  >  50009 Len=1216
192.168.1.69,66.22.238.147,UDP,1258,50568  >  50009 Len=1216
192.168.1.69,66.22.238.147,UDP,1258,50568  >  50009 Len=1216
192.168.1.69,66.22.238.147,UDP,1258,50568  >  50009 Len=1216
192.168.1.69,66.22.238.147,UDP,1258,50568  >  50009 Len=1216
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,1259,50568  >  50009 Len=1217
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,1254,50568  >  50009 Len=1212
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,162.159.130.234,TCP,54,63850  >  443 [ACK] Seq=1 Ack=554 Win=511 Len=0
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,66.22.238.147,UDP,1162,50568  >  50009 Len=1120
192.168.1.69,66.22.238.147,UDP,1162,50568  >  50009 Len=1120
192.168.1.69,66.22.238.147,UDP,1162,50568  >  50009 Len=1120
192.168.1.69,66.22.238.147,UDP,1162,50568  >  50009 Len=1120
192.168.1.69,66.22.238.147,UDP,1162,50568  >  50009 Len=1120
192.168.1.69,66.22.238.147,RTCP,118,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1211,50568  >  50009 Len=1169
192.168.1.69,66.22.238.147,UDP,1211,50568  >  50009 Len=1169
192.168.1.69,66.22.238.147,UDP,1211,50568  >  50009 Len=1169
192.168.1.69,66.22.238.147,UDP,1212,50568  >  50009 Len=1170
192.168.1.69,66.22.238.147,UDP,1212,50568  >  50009 Len=1170
192.168.1.69,66.22.238.147,UDP,1212,50568  >  50009 Len=1170
192.168.1.69,66.22.238.147,UDP,1212,50568  >  50009 Len=1170
192.168.1.69,66.22.238.147,UDP,1212,50568  >  50009 Len=1170
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1144,50568  >  50009 Len=1102
192.168.1.69,66.22.238.147,UDP,1144,50568  >  50009 Len=1102
192.168.1.69,66.22.238.147,UDP,1144,50568  >  50009 Len=1102
192.168.1.69,66.22.238.147,UDP,1144,50568  >  50009 Len=1102
192.168.1.69,66.22.238.147,UDP,1144,50568  >  50009 Len=1102
192.168.1.69,66.22.238.147,UDP,1145,50568  >  50009 Len=1103
192.168.1.69,66.22.238.147,UDP,1145,50568  >  50009 Len=1103
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1156,50568  >  50009 Len=1114
192.168.1.69,66.22.238.147,UDP,1157,50568  >  50009 Len=1115
192.168.1.69,66.22.238.147,RTCP,94,Receiver Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1143,50568  >  50009 Len=1101
192.168.1.69,66.22.238.147,UDP,1144,50568  >  50009 Len=1102
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1252,50568  >  50009 Len=1210
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,66.22.238.147,UDP,1253,50568  >  50009 Len=1211
192.168.1.69,149.154.167.91,SSL,351,Continuation Data
192.168.1.69,162.159.137.234,TLSv1.2,115,Application Data
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1126,50568  >  50009 Len=1084
192.168.1.69,66.22.238.147,UDP,1126,50568  >  50009 Len=1084
192.168.1.69,66.22.238.147,UDP,1126,50568  >  50009 Len=1084
192.168.1.69,66.22.238.147,UDP,1126,50568  >  50009 Len=1084
192.168.1.69,66.22.238.147,UDP,1127,50568  >  50009 Len=1085
192.168.1.69,66.22.238.147,UDP,1127,50568  >  50009 Len=1085
192.168.1.69,66.22.238.147,UDP,1127,50568  >  50009 Len=1085
192.168.1.69,66.22.238.147,UDP,1127,50568  >  50009 Len=1085
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1160,50568  >  50009 Len=1118
192.168.1.69,66.22.238.147,UDP,1160,50568  >  50009 Len=1118
192.168.1.69,66.22.238.147,UDP,1160,50568  >  50009 Len=1118
192.168.1.69,66.22.238.147,UDP,1160,50568  >  50009 Len=1118
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,66.22.238.147,UDP,1161,50568  >  50009 Len=1119
192.168.1.69,162.159.137.234,TCP,54,59873  >  443 [ACK] Seq=62 Ack=58 Win=512 Len=0
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1228,50568  >  50009 Len=1186
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,66.22.238.147,UDP,1229,50568  >  50009 Len=1187
192.168.1.69,149.154.167.91,TCP,54,57853  >  443 [ACK] Seq=298 Ack=579 Win=515 Len=0
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1248,50568  >  50009 Len=1206
192.168.1.69,66.22.238.147,UDP,1248,50568  >  50009 Len=1206
192.168.1.69,66.22.238.147,UDP,1248,50568  >  50009 Len=1206
192.168.1.69,66.22.238.147,UDP,1248,50568  >  50009 Len=1206
192.168.1.69,66.22.238.147,UDP,1248,50568  >  50009 Len=1206
192.168.1.69,66.22.238.147,UDP,1248,50568  >  50009 Len=1206
192.168.1.69,66.22.238.147,UDP,1248,50568  >  50009 Len=1206
192.168.1.69,66.22.238.147,UDP,1249,50568  >  50009 Len=1207
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1146,50568  >  50009 Len=1104
192.168.1.69,66.22.238.147,UDP,1146,50568  >  50009 Len=1104
192.168.1.69,66.22.238.147,UDP,1146,50568  >  50009 Len=1104
192.168.1.69,66.22.238.147,UDP,1146,50568  >  50009 Len=1104
192.168.1.69,66.22.238.147,UDP,1146,50568  >  50009 Len=1104
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,162.159.130.234,TCP,54,63850  >  443 [ACK] Seq=1 Ack=792 Win=510 Len=0
192.168.1.69,66.22.238.147,UDP,1147,50568  >  50009 Len=1105
192.168.1.69,66.22.238.147,UDP,1147,50568  >  50009 Len=1105
192.168.1.69,66.22.238.147,UDP,1147,50568  >  50009 Len=1105
192.168.1.69,66.22.238.147,UDP,1147,50568  >  50009 Len=1105
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1233,50568  >  50009 Len=1191
192.168.1.69,66.22.238.147,UDP,1233,50568  >  50009 Len=1191
192.168.1.69,66.22.238.147,UDP,1233,50568  >  50009 Len=1191
192.168.1.69,66.22.238.147,UDP,1233,50568  >  50009 Len=1191
192.168.1.69,66.22.238.147,UDP,1233,50568  >  50009 Len=1191
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,1234,50568  >  50009 Len=1192
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1250,50568  >  50009 Len=1208
192.168.1.69,66.22.238.147,UDP,1251,50568  >  50009 Len=1209
192.168.1.69,66.22.238.147,UDP,1251,50568  >  50009 Len=1209
192.168.1.69,66.22.238.147,UDP,1251,50568  >  50009 Len=1209
192.168.1.69,66.22.238.147,UDP,1251,50568  >  50009 Len=1209
192.168.1.69,66.22.238.147,UDP,1251,50568  >  50009 Len=1209
192.168.1.69,66.22.238.147,UDP,1251,50568  >  50009 Len=1209
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1242,50568  >  50009 Len=1200
192.168.1.69,66.22.238.147,UDP,1243,50568  >  50009 Len=1201
192.168.1.69,66.22.238.147,UDP,1243,50568  >  50009 Len=1201
192.168.1.69,66.22.238.147,UDP,1243,50568  >  50009 Len=1201
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,66.22.238.147,UDP,1236,50568  >  50009 Len=1194
192.168.1.69,142.250.180.138,UDP,75,62069  >  443 Len=33
192.168.1.69,142.251.209.42,UDP,282,49467  >  443 Len=240
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1157,50568  >  50009 Len=1115
192.168.1.69,66.22.238.147,UDP,1157,50568  >  50009 Len=1115
192.168.1.69,66.22.238.147,UDP,1157,50568  >  50009 Len=1115
192.168.1.69,66.22.238.147,UDP,1158,50568  >  50009 Len=1116
192.168.1.69,66.22.238.147,UDP,1158,50568  >  50009 Len=1116
192.168.1.69,142.251.209.42,UDP,75,49467  >  443 Len=33
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,UDP,1186,50568  >  50009 Len=1144
192.168.1.69,66.22.238.147,RTCP,102,Sender Report   
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1191,50568  >  50009 Len=1149
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,1192,50568  >  50009 Len=1150
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1134,50568  >  50009 Len=1092
192.168.1.69,66.22.238.147,UDP,1134,50568  >  50009 Len=1092
192.168.1.69,66.22.238.147,UDP,1134,50568  >  50009 Len=1092
192.168.1.69,66.22.238.147,UDP,1134,50568  >  50009 Len=1092
192.168.1.69,66.22.238.147,UDP,1134,50568  >  50009 Len=1092
192.168.1.69,66.22.238.147,UDP,1134,50568  >  50009 Len=1092
192.168.1.69,66.22.238.147,UDP,1134,50568  >  50009 Len=1092
192.168.1.69,66.22.238.147,UDP,1135,50568  >  50009 Len=1093
192.168.1.69,142.251.209.42,UDP,77,49467  >  443 Len=35
192.168.1.69,142.250.180.138,UDP,569,62069  >  443 Len=527
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1239,50568  >  50009 Len=1197
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,66.22.238.147,UDP,1240,50568  >  50009 Len=1198
192.168.1.69,142.250.180.138,UDP,75,62069  >  443 Len=33
192.168.1.69,142.251.209.42,UDP,75,49467  >  443 Len=33
192.168.1.69,142.251.209.42,UDP,75,49467  >  443 Len=33
192.168.1.69,66.22.238.147,UDP,92,50568  >  50009 Len=50
192.168.1.69,66.22.238.147,UDP,1139,50568  >  50009 Len=1097
192.168.1.69,66.22.238.147,UDP,1139,50568  >  50009 Len=1097
192.168.1.69,66.22.238.147,UDP,1140,50568  >  50009 Len=1098
192.168.1.69,66.22.238.147,UDP,1140,50568  >  50009 Len=1098
192.168.1.69,66.22.238.147,UDP,1140,50568  >  50009 Len=1098
192.168.1.69,66.22.238.147,UDP,1140,50568  >  50009 Len=1098
